IPv4-адрес,Критерий доступности,Сумма чисел
185.199.108.188,port_80_open,680
185.199.108.189,port_80_open,681
185.199.108.190,port_80_open,682
185.199.108.191,port_80_open,683
185.199.108.192,port_80_open,684
185.199.108.193,port_80_open,685
185.199.108.194,port_80_open,686
185.199.108.195,port_80_open,687
185.199.108.196,port_80_open,688
185.199.108.197,port_80_open,689
185.199.108.198,port_80_open,690
185.199.108.199,port_80_open,691
20.0.40.244,port_80_open,304
20.1.235.112,port_80_open,368
20.2.20.100,port_80_open,142
20.3.92.4,port_443_open,119
20.3.255.212,port_22_open,490
20.8.61.22,port_80_open,111
20.8.122.132,port_443_open,282
20.8.224.230,port_80_open,482
20.9.50.206,port_8443_open,285
20.9.112.60,port_443_open,201
20.10.101.244,port_8000_open,375
20.12.101.222,port_80_open,355
20.13.234.236,port_80_open,503
20.14.19.224,port_80_open,277
40.64.107.118,port_443_open,329
40.65.178.246,port_80_open,529
40.67.219.158,port_80_open,484
69.171.250.26,port_443_open,516
69.171.250.44,port_443_open,534
69.171.250.52,port_443_open,542
69.171.250.56,port_443_open,546
31.13.64.5,port_80_open,113
31.13.64.10,port_80_open,118
31.13.64.15,port_443_open,123
31.13.64.20,port_80_open,128
31.13.64.35,port_80_open,143
31.13.64.40,port_80_open,148
31.13.64.55,port_80_open,163
31.13.64.60,port_80_open,168
31.13.64.135,port_443_open,243
31.13.64.160,port_443_open,268
31.13.64.170,port_443_open,278
31.13.64.175,port_80_open,283
31.13.64.200,port_443_open,308
31.13.64.205,port_443_open,313
31.13.64.210,port_443_open,318
31.13.64.220,port_443_open,328
31.13.64.225,port_80_open,333
31.13.65.9,port_80_open,118
31.13.65.14,port_80_open,123
31.13.65.19,port_80_open,128
31.13.65.29,port_80_open,138
31.13.65.34,port_443_open,143
31.13.65.39,port_8080_open,148
31.13.65.49,port_80_open,158
31.13.65.54,port_80_open,163
31.13.65.59,port_443_open,168
31.13.65.129,port_443_open,238
31.13.65.134,port_80_open,243
31.13.65.169,port_80_open,278
31.13.65.174,port_80_open,283
31.13.65.199,port_443_open,308
31.13.65.209,port_443_open,318
31.13.65.214,port_443_open,323
31.13.65.224,port_443_open,333
31.13.66.3,port_80_open,113
31.13.66.8,port_443_open,118
31.13.66.18,port_80_open,128
31.13.66.28,port_80_open,138
31.13.66.33,port_80_open,143
31.13.66.38,port_80_open,148
31.13.66.48,port_80_open,158
31.13.66.58,port_80_open,168
31.13.66.133,port_443_open,243
31.13.66.143,port_443_open,253
31.13.66.168,port_443_open,278
31.13.66.173,port_443_open,283
31.13.66.193,port_80_open,303
31.13.66.198,port_443_open,308
31.13.66.203,port_80_open,313
31.13.66.208,port_443_open,318
31.13.66.223,port_443_open,333
31.13.66.228,port_443_open,338
31.13.67.2,port_443_open,113
31.13.67.12,port_443_open,123
31.13.67.17,port_80_open,128
31.13.67.22,port_443_open,133
31.13.67.32,port_443_open,143
31.13.67.37,port_80_open,148
31.13.67.42,port_443_open,153
31.13.67.52,port_80_open,163
31.13.67.142,port_443_open,253
31.13.67.167,port_80_open,278
31.13.67.172,port_80_open,283
31.13.67.192,port_443_open,303
31.13.67.202,port_443_open,313
31.13.67.222,port_443_open,333
208.80.152.131,port_443_open,571
103.102.166.5,port_443_open,376
103.102.166.6,port_22_open,377
103.102.166.14,port_443_open,385
103.102.166.20,port_80_open,391
205.251.192.0,port_53_open,648
205.251.192.5,port_53_open,653
205.251.192.10,port_53_open,658
205.251.192.15,port_53_open,663
205.251.192.20,port_53_open,668
205.251.192.25,port_53_open,673
205.251.192.30,port_53_open,678
205.251.192.35,port_53_open,683
205.251.192.40,port_53_open,688
205.251.192.45,port_53_open,693
205.251.192.50,port_53_open,698
205.251.192.55,port_53_open,703
205.251.192.60,port_53_open,708
205.251.192.65,port_53_open,713
205.251.192.70,port_53_open,718
205.251.192.75,port_53_open,723
205.251.192.80,port_53_open,728
205.251.192.85,port_53_open,733
205.251.192.90,port_53_open,738
205.251.192.95,port_53_open,743
205.251.192.100,port_53_open,748
205.251.192.105,port_53_open,753
205.251.192.110,port_53_open,758
205.251.192.115,port_53_open,763
205.251.192.120,port_53_open,768
205.251.192.125,port_53_open,773
205.251.192.130,port_53_open,778
205.251.192.135,port_53_open,783
205.251.192.140,port_53_open,788
205.251.192.145,port_53_open,793
205.251.192.150,port_53_open,798
205.251.192.155,port_53_open,803
205.251.192.160,port_53_open,808
205.251.192.165,port_53_open,813
205.251.192.170,port_53_open,818
205.251.192.175,port_53_open,823
205.251.192.180,port_53_open,828
205.251.192.185,port_53_open,833
205.251.192.190,port_53_open,838
205.251.192.195,port_53_open,843
205.251.192.200,port_53_open,848
205.251.192.205,port_53_open,853
205.251.192.210,port_53_open,858
205.251.192.215,port_53_open,863
205.251.192.220,port_53_open,868
205.251.192.225,port_53_open,873
205.251.192.230,port_53_open,878
205.251.192.235,port_53_open,883
205.251.192.240,port_53_open,888
205.251.192.245,port_53_open,893
205.251.192.250,port_53_open,898
205.251.192.255,port_53_open,903
205.251.193.4,port_53_open,653
205.251.193.9,port_53_open,658
205.251.193.14,port_53_open,663
205.251.193.19,port_53_open,668
205.251.193.24,port_53_open,673
205.251.193.29,port_53_open,678
205.251.193.34,port_53_open,683
205.251.193.39,port_53_open,688
205.251.193.44,port_53_open,693
205.251.193.49,port_53_open,698
205.251.193.54,port_53_open,703
205.251.193.59,port_53_open,708
205.251.193.64,port_53_open,713
205.251.193.69,port_53_open,718
205.251.193.74,port_53_open,723
205.251.193.79,port_53_open,728
205.251.193.84,port_53_open,733
205.251.193.89,port_53_open,738
205.251.193.94,port_53_open,743
205.251.193.99,port_53_open,748
205.251.193.104,port_53_open,753
205.251.193.109,port_53_open,758
205.251.193.114,port_53_open,763
205.251.193.119,port_53_open,768
205.251.193.124,port_53_open,773
205.251.193.129,port_53_open,778
205.251.193.134,port_53_open,783
205.251.193.139,port_53_open,788
205.251.193.144,port_53_open,793
205.251.193.149,port_53_open,798
205.251.193.154,port_53_open,803
205.251.193.159,port_53_open,808
205.251.193.164,port_53_open,813
205.251.193.169,port_53_open,818
205.251.193.174,port_53_open,823
205.251.193.179,port_53_open,828
205.251.193.184,port_53_open,833
205.251.193.189,port_53_open,838
205.251.193.194,port_53_open,843
205.251.193.199,port_53_open,848
205.251.193.204,port_53_open,853
205.251.193.209,port_53_open,858
205.251.193.214,port_53_open,863
205.251.193.219,port_53_open,868
205.251.193.224,port_53_open,873
205.251.193.229,port_53_open,878
205.251.193.234,port_53_open,883
205.251.193.239,port_53_open,888
205.251.193.244,port_53_open,893
205.251.193.249,port_53_open,898
205.251.193.254,port_53_open,903
205.251.194.3,port_53_open,653
205.251.194.8,port_53_open,658
205.251.194.13,port_53_open,663
205.251.194.18,port_53_open,668
205.251.194.23,port_53_open,673
205.251.194.28,port_53_open,678
205.251.194.33,port_53_open,683
205.251.194.38,port_53_open,688
205.251.194.43,port_53_open,693
205.251.194.48,port_53_open,698
205.251.194.53,port_53_open,703
205.251.194.58,port_53_open,708
205.251.194.63,port_53_open,713
205.251.194.68,port_53_open,718
205.251.194.73,port_53_open,723
205.251.194.78,port_53_open,728
205.251.194.83,port_53_open,733
205.251.194.88,port_53_open,738
205.251.194.93,port_53_open,743
205.251.194.98,port_53_open,748
205.251.194.103,port_53_open,753
205.251.194.108,port_53_open,758
205.251.194.113,port_53_open,763
205.251.194.118,port_53_open,768
205.251.194.123,port_53_open,773
205.251.194.128,port_53_open,778
205.251.194.133,port_53_open,783
205.251.194.138,port_53_open,788
205.251.194.143,port_53_open,793
205.251.194.148,port_53_open,798
205.251.194.153,port_53_open,803
205.251.194.158,port_53_open,808
205.251.194.163,port_53_open,813
205.251.194.168,port_53_open,818
205.251.194.173,port_53_open,823
205.251.194.178,port_53_open,828
205.251.194.183,port_53_open,833
205.251.194.188,port_53_open,838
205.251.194.193,port_53_open,843
205.251.194.198,port_53_open,848
205.251.194.203,port_53_open,853
205.251.194.208,port_53_open,858
205.251.194.213,port_53_open,863
205.251.194.218,port_53_open,868
205.251.194.223,port_53_open,873
205.251.194.228,port_53_open,878
205.251.194.233,port_53_open,883
205.251.194.238,port_53_open,888
205.251.194.243,port_53_open,893
205.251.194.248,port_53_open,898
205.251.194.253,port_53_open,903
205.251.195.2,port_53_open,653
205.251.195.7,port_53_open,658
205.251.195.12,port_53_open,663
205.251.195.17,port_53_open,668
205.251.195.22,port_53_open,673
205.251.195.27,port_53_open,678
205.251.195.32,port_53_open,683
205.251.195.37,port_53_open,688
205.251.195.42,port_53_open,693
205.251.195.47,port_53_open,698
205.251.195.52,port_53_open,703
205.251.195.57,port_53_open,708
205.251.195.62,port_53_open,713
205.251.195.67,port_53_open,718
205.251.195.72,port_53_open,723
205.251.195.77,port_53_open,728
205.251.195.82,port_53_open,733
205.251.195.87,port_53_open,738
205.251.195.92,port_53_open,743
205.251.195.97,port_53_open,748
205.251.195.102,port_53_open,753
205.251.195.107,port_53_open,758
205.251.195.112,port_53_open,763
205.251.195.117,port_53_open,768
205.251.195.122,port_53_open,773
205.251.195.127,port_53_open,778
205.251.195.132,port_53_open,783
205.251.195.137,port_53_open,788
205.251.195.142,port_53_open,793
205.251.195.147,port_53_open,798
205.251.195.152,port_53_open,803
205.251.195.157,port_53_open,808
205.251.195.162,port_53_open,813
205.251.195.167,port_53_open,818
205.251.195.172,port_53_open,823
205.251.195.177,port_53_open,828
205.251.195.182,port_53_open,833
205.251.195.187,port_53_open,838
205.251.195.192,port_53_open,843
205.251.195.197,port_53_open,848
205.251.195.202,port_53_open,853
205.251.195.207,port_53_open,858
205.251.195.212,port_53_open,863
205.251.195.217,port_53_open,868
205.251.195.222,port_53_open,873
205.251.195.227,port_53_open,878
54.230.6.4,port_80_open,294
54.230.6.24,port_80_open,314
54.230.6.44,port_80_open,334
54.230.6.64,port_80_open,354
54.230.6.84,port_80_open,374
54.230.6.104,port_80_open,394
54.230.6.124,port_80_open,414
54.230.6.144,port_80_open,434
54.230.6.164,port_80_open,454
54.230.6.184,port_80_open,474
54.230.6.204,port_80_open,494
54.230.6.224,port_80_open,514
54.230.6.244,port_80_open,534
54.230.7.8,port_80_open,299
54.230.7.28,port_80_open,319
54.230.7.48,port_80_open,339
54.230.7.68,port_80_open,359
54.230.7.88,port_80_open,379
54.230.7.108,port_80_open,399
54.230.7.128,port_80_open,419
54.230.7.148,port_80_open,439
54.230.7.168,port_80_open,459
54.230.7.188,port_80_open,479
54.230.7.208,port_80_open,499
54.230.7.228,port_80_open,519
54.230.7.248,port_80_open,539
54.230.8.12,port_80_open,304
54.230.8.32,port_80_open,324
54.230.8.52,port_80_open,344
54.230.8.72,port_80_open,364
54.230.8.92,port_80_open,384
54.230.8.112,port_80_open,404
54.230.8.132,port_80_open,424
54.230.8.152,port_80_open,444
54.230.8.172,port_80_open,464
54.230.8.192,port_80_open,484
54.230.8.212,port_80_open,504
54.230.8.232,port_80_open,524
54.230.8.252,port_80_open,544
54.230.9.16,port_80_open,309
54.230.9.36,port_80_open,329
54.230.9.56,port_80_open,349
54.230.9.76,port_80_open,369
54.230.9.96,port_80_open,389
54.230.9.116,port_80_open,409
54.230.9.136,port_80_open,429
54.230.9.156,port_80_open,449
54.230.9.176,port_80_open,469
54.230.9.196,port_80_open,489
54.230.9.216,port_80_open,509
54.230.9.236,port_80_open,529
54.230.10.0,port_80_open,294
54.230.10.20,port_80_open,314
54.230.10.40,port_80_open,334
54.230.10.60,port_80_open,354
54.230.10.80,port_80_open,374
54.230.10.100,port_80_open,394
54.230.10.120,port_80_open,414
54.230.10.140,port_80_open,434
54.230.10.160,port_80_open,454
54.230.10.180,port_80_open,474
54.230.10.200,port_80_open,494
54.230.10.220,port_80_open,514
54.230.10.240,port_80_open,534
54.230.11.4,port_80_open,299
54.230.11.24,port_80_open,319
54.230.11.44,port_80_open,339
54.230.11.64,port_80_open,359
54.230.11.84,port_80_open,379
54.230.11.104,port_80_open,399
54.230.11.124,port_80_open,419
54.230.11.144,port_80_open,439
54.230.11.164,port_80_open,459
54.230.11.184,port_80_open,479
54.230.11.204,port_80_open,499
54.230.11.224,port_80_open,519
54.230.11.244,port_80_open,539
99.84.0.0,port_80_open,183
99.84.0.20,port_80_open,203
99.84.0.40,port_80_open,223
99.84.0.60,port_80_open,243
99.84.0.80,port_80_open,263
99.84.0.100,port_80_open,283
99.84.0.120,port_80_open,303
99.84.0.140,port_80_open,323
99.84.0.160,port_80_open,343
99.84.0.180,port_80_open,363
99.84.0.200,port_80_open,383
99.84.0.220,port_80_open,403
99.84.0.240,port_80_open,423
99.84.2.8,port_80_open,193
99.84.2.28,port_80_open,213
99.84.2.48,port_80_open,233
99.84.2.68,port_80_open,253
99.84.2.88,port_80_open,273
99.84.2.108,port_80_open,293
99.84.2.128,port_80_open,313
99.84.2.148,port_80_open,333
99.84.2.168,port_80_open,353
99.84.2.188,port_80_open,373
99.84.2.208,port_80_open,393
99.84.2.228,port_80_open,413
99.84.2.248,port_80_open,433
99.84.3.12,port_80_open,198
99.84.3.32,port_80_open,218
99.84.3.52,port_80_open,238
99.84.3.72,port_80_open,258
99.84.3.92,port_80_open,278
99.84.3.112,port_80_open,298
99.84.3.132,port_80_open,318
99.84.3.152,port_80_open,338
99.84.3.172,port_80_open,358
99.84.3.192,port_80_open,378
99.84.3.212,port_80_open,398
99.84.3.232,port_80_open,418
99.84.3.252,port_80_open,438
99.84.4.16,port_80_open,203
99.84.4.36,port_80_open,223
99.84.4.56,port_80_open,243
99.84.4.76,port_80_open,263
99.84.4.96,port_80_open,283
99.84.4.116,port_80_open,303
99.84.4.136,port_80_open,323
99.84.4.156,port_80_open,343
99.84.4.176,port_80_open,363
99.84.4.196,port_80_open,383
99.84.4.216,port_80_open,403
99.84.4.236,port_80_open,423
99.84.5.0,port_80_open,188
99.84.5.20,port_80_open,208
99.84.5.40,port_80_open,228
99.84.5.60,port_80_open,248
99.84.5.80,port_80_open,268
99.84.5.100,port_80_open,288
99.84.5.120,port_80_open,308
99.84.5.140,port_80_open,328
99.84.5.160,port_80_open,348
99.84.5.180,port_80_open,368
99.84.5.200,port_80_open,388
99.84.5.220,port_80_open,408
99.84.5.240,port_80_open,428
99.84.6.4,port_80_open,193
99.84.6.24,port_80_open,213
99.84.6.44,port_80_open,233
99.84.6.64,port_80_open,253
99.84.6.84,port_80_open,273
99.84.6.104,port_80_open,293
99.84.6.124,port_80_open,313
99.84.6.144,port_80_open,333
99.84.6.164,port_80_open,353
99.84.6.184,port_80_open,373
99.84.6.204,port_80_open,393
99.84.6.224,port_80_open,413
99.84.6.244,port_80_open,433
99.84.7.8,port_80_open,198
99.84.7.28,port_80_open,218
99.84.7.48,port_80_open,238
99.84.7.68,port_80_open,258
99.84.7.88,port_80_open,278
99.84.7.108,port_80_open,298
99.84.7.128,port_80_open,318
99.84.7.148,port_80_open,338
99.84.7.168,port_80_open,358
99.84.7.188,port_80_open,378
99.84.7.208,port_80_open,398
99.84.7.228,port_80_open,418
99.84.7.248,port_80_open,438
99.84.8.12,port_80_open,203
99.84.8.32,port_80_open,223
99.84.8.52,port_80_open,243
99.84.8.72,port_80_open,263
99.84.8.92,port_80_open,283
99.84.8.112,port_80_open,303
99.84.8.132,port_80_open,323
99.84.8.152,port_80_open,343
99.84.8.172,port_80_open,363
99.84.8.192,port_80_open,383
99.84.8.212,port_80_open,403
99.84.8.232,port_80_open,423
99.84.8.252,port_80_open,443
99.84.9.16,port_80_open,208
99.84.9.36,port_80_open,228
99.84.9.56,port_80_open,248
99.84.9.76,port_80_open,268
99.84.9.96,port_80_open,288
99.84.9.116,port_80_open,308
99.84.9.136,port_80_open,328
99.84.9.156,port_80_open,348
99.84.9.176,port_80_open,368
99.84.9.196,port_80_open,388
99.84.9.216,port_80_open,408
99.84.9.236,port_80_open,428
99.84.10.0,port_80_open,193
99.84.10.20,port_80_open,213
99.84.10.40,port_80_open,233
99.84.10.60,port_80_open,253
99.84.10.80,port_80_open,273
99.84.10.100,port_80_open,293
99.84.10.120,port_80_open,313
99.84.10.140,port_80_open,333
99.84.10.160,port_80_open,353
99.84.10.180,port_80_open,373
99.84.10.200,port_80_open,393
99.84.10.220,port_80_open,413
99.84.10.240,port_80_open,433
99.84.11.4,port_80_open,198
99.84.11.24,port_80_open,218
99.84.11.44,port_80_open,238
99.84.11.64,port_80_open,258
99.84.11.84,port_80_open,278
99.84.11.104,port_80_open,298
99.84.11.124,port_80_open,318
99.84.11.144,port_80_open,338
99.84.11.164,port_80_open,358
99.84.11.184,port_80_open,378
99.84.11.204,port_80_open,398
99.84.11.224,port_80_open,418
99.84.11.244,port_80_open,438
99.84.12.8,port_80_open,203
99.84.12.28,port_80_open,223
99.84.12.48,port_80_open,243
99.84.12.68,port_80_open,263
99.84.12.88,port_80_open,283
99.84.12.108,port_80_open,303
99.84.12.128,port_80_open,323
99.84.12.148,port_80_open,343
99.84.12.168,port_80_open,363
99.84.12.188,port_80_open,383
99.84.12.208,port_80_open,403
99.84.12.228,port_80_open,423
99.84.12.248,port_80_open,443
99.84.13.12,port_80_open,208
99.84.13.32,port_80_open,228
99.84.13.52,port_80_open,248
99.84.13.72,port_80_open,268
99.84.13.92,port_80_open,288
99.84.13.112,port_80_open,308
99.84.13.132,port_80_open,328
99.84.13.152,port_80_open,348
99.84.13.172,port_80_open,368
99.84.13.192,port_80_open,388
99.84.13.212,port_80_open,408
99.84.13.232,port_80_open,428
99.84.13.252,port_80_open,448
99.84.14.16,port_80_open,213
99.84.14.36,port_80_open,233
99.84.14.56,port_80_open,253
99.84.14.76,port_80_open,273
99.84.14.96,port_80_open,293
99.84.14.116,port_80_open,313
99.84.14.136,port_80_open,333
99.84.14.156,port_80_open,353
99.84.14.176,port_80_open,373
99.84.14.196,port_80_open,393
99.84.14.216,port_80_open,413
99.84.14.236,port_80_open,433
99.84.15.0,port_80_open,198
99.84.15.20,port_80_open,218
99.84.15.40,port_80_open,238
99.84.15.60,port_80_open,258
99.84.15.80,port_80_open,278
99.84.15.100,port_80_open,298
99.84.15.120,port_80_open,318
99.84.15.140,port_80_open,338
204.79.197.1,port_80_open,481
204.79.197.2,port_80_open,482
23.0.20.122,port_80_open,165
23.0.184.74,port_80_open,281
23.0.204.196,port_80_open,423
23.0.245.184,port_80_open,452
23.1.10.50,port_80_open,84
23.1.30.172,port_80_open,226
23.1.51.38,port_80_open,113
23.1.71.160,port_80_open,255
23.1.92.26,port_80_open,142
23.1.174.2,port_80_open,200
23.1.214.246,port_80_open,484
23.2.81.210,port_80_open,316
23.2.143.64,port_80_open,232
23.2.184.52,port_80_open,261
23.2.225.40,port_80_open,290
23.3.51.16,port_80_open,93
23.3.194.102,port_80_open,322
23.3.255.212,port_80_open,493
23.4.40.200,port_80_open,267
23.4.61.66,port_80_open,154
23.4.143.42,port_80_open,212
23.4.184.30,port_80_open,241
23.5.10.6,port_80_open,44
23.5.30.128,port_80_open,186
23.5.153.92,port_80_open,273
23.5.255.190,port_80_open,473
23.6.102.32,port_80_open,163
23.6.184.8,port_80_open,221
23.6.204.130,port_80_open,363
23.6.224.252,port_80_open,505
23.6.245.118,port_80_open,392
23.7.9.240,port_80_open,279
23.7.30.106,port_80_open,166
23.7.50.228,port_80_open,308
23.7.71.94,port_80_open,195
23.7.112.82,port_80_open,224
23.7.132.204,port_80_open,366
23.7.214.180,port_80_open,424
23.7.255.168,port_80_open,453
23.8.204.108,port_80_open,343
23.8.245.96,port_80_open,372
23.9.30.84,port_80_open,146
23.9.50.206,port_80_open,288
23.9.71.72,port_80_open,175
23.9.112.60,port_80_open,204
23.9.132.182,port_80_open,346
23.9.153.48,port_80_open,233
23.9.173.170,port_80_open,375
23.9.194.36,port_80_open,262
23.9.214.158,port_80_open,404
23.9.235.24,port_80_open,291
23.10.40.134,port_80_open,207
23.10.101.244,port_80_open,378
23.10.142.232,port_80_open,407
23.10.163.98,port_80_open,294
23.10.183.220,port_80_open,436
23.10.204.86,port_80_open,323
23.10.224.208,port_80_open,465
23.10.245.74,port_80_open,352
23.11.9.196,port_80_open,239
23.11.30.62,port_80_open,126
23.11.50.184,port_80_open,268
23.11.91.172,port_80_open,297
23.11.112.38,port_80_open,184
23.11.173.148,port_80_open,355
23.11.255.124,port_80_open,413
23.12.19.246,port_80_open,300
23.12.81.100,port_80_open,216
23.12.101.222,port_80_open,358
23.12.122.88,port_80_open,245
23.12.142.210,port_80_open,387
23.12.204.64,port_80_open,303
23.12.224.186,port_80_open,445
23.12.245.52,port_80_open,332
23.13.30.40,port_80_open,106
23.13.50.162,port_80_open,248
23.13.71.28,port_80_open,135
23.13.153.4,port_80_open,193
23.13.173.126,port_80_open,335
23.13.214.114,port_80_open,364
23.14.19.224,port_80_open,280
23.14.40.90,port_80_open,167
23.14.60.212,port_80_open,309
23.14.81.78,port_80_open,196
23.14.122.66,port_80_open,225
23.14.204.42,port_80_open,283
23.15.30.18,port_80_open,86
23.15.50.140,port_80_open,228
23.15.71.6,port_80_open,115
23.15.91.128,port_80_open,257
23.15.111.250,port_80_open,399
23.15.132.116,port_80_open,286
23.15.152.238,port_80_open,428
23.15.173.104,port_80_open,315
23.15.193.226,port_80_open,457
96.16.14.16,port_80_open,142
96.16.14.96,port_80_open,222
96.16.16.24,port_80_open,152
96.16.16.64,port_80_open,192
96.16.16.104,port_80_open,232
96.16.16.144,port_80_open,272
96.16.16.184,port_80_open,312
96.16.16.224,port_80_open,352
96.16.17.8,port_80_open,137
96.16.17.48,port_80_open,177
96.16.17.88,port_80_open,217
96.16.17.128,port_80_open,257
96.16.17.168,port_80_open,297
96.16.17.208,port_80_open,337
96.16.17.248,port_80_open,377
96.16.18.32,port_80_open,162
96.16.18.72,port_80_open,202
96.16.18.112,port_80_open,242
96.16.18.152,port_80_open,282
96.16.18.192,port_80_open,322
96.16.18.232,port_80_open,362
96.16.19.16,port_80_open,147
96.16.19.56,port_80_open,187
96.16.19.96,port_80_open,227
96.16.19.136,port_80_open,267
96.16.19.176,port_80_open,307
96.16.19.216,port_80_open,347
96.16.20.40,port_80_open,172
96.16.20.80,port_80_open,212
96.16.20.120,port_80_open,252
96.16.20.160,port_80_open,292
96.16.20.200,port_80_open,332
96.16.20.240,port_80_open,372
96.16.21.24,port_80_open,157
96.16.21.64,port_80_open,197
96.16.21.104,port_80_open,237
96.16.21.144,port_80_open,277
96.16.21.184,port_80_open,317
96.16.21.224,port_80_open,357
96.16.22.8,port_80_open,142
96.16.22.48,port_80_open,182
96.16.22.88,port_80_open,222
96.16.22.128,port_80_open,262
96.16.22.168,port_80_open,302
96.16.22.208,port_80_open,342
96.16.22.248,port_80_open,382
96.16.23.32,port_80_open,167
96.16.23.72,port_80_open,207
96.16.23.112,port_80_open,247
96.16.23.152,port_80_open,287
96.16.23.192,port_80_open,327
96.16.23.232,port_80_open,367
96.16.24.16,port_80_open,152
96.16.24.56,port_80_open,192
96.16.24.96,port_80_open,232
96.16.24.136,port_80_open,272
96.16.24.176,port_80_open,312
96.16.24.216,port_80_open,352
96.16.25.40,port_80_open,177
96.16.25.80,port_80_open,217
96.16.25.120,port_80_open,257
96.16.25.160,port_80_open,297
96.16.25.200,port_80_open,337
96.16.25.240,port_80_open,377
96.16.26.24,port_80_open,162
96.16.26.64,port_80_open,202
96.16.26.104,port_80_open,242
96.16.26.144,port_80_open,282
96.16.26.184,port_80_open,322
96.16.26.224,port_80_open,362
96.16.27.8,port_80_open,147
96.16.27.48,port_80_open,187
96.16.27.88,port_80_open,227
96.16.27.128,port_80_open,267
96.16.27.168,port_80_open,307
96.16.27.208,port_80_open,347
96.16.27.248,port_80_open,387
72.21.4.96,port_80_open,193
72.21.13.32,port_21_open,138
72.21.13.52,port_80_open,158
72.21.13.72,port_80_open,178
72.21.13.252,port_443_open,358
72.21.14.16,port_443_open,123
72.21.14.36,port_443_open,143
74.125.0.40,port_80_open,239
74.125.0.200,port_80_open,399
74.125.1.104,port_80_open,304
74.125.2.8,port_80_open,209
74.125.2.168,port_80_open,369
74.125.4.136,port_80_open,339
74.125.4.196,port_80_open,399
74.125.5.40,port_80_open,244
74.125.7.68,port_80_open,274
74.125.7.168,port_80_open,374
74.125.8.72,port_80_open,279
74.125.8.232,port_80_open,439
74.125.9.136,port_80_open,344
74.125.11.104,port_80_open,314
74.125.12.168,port_80_open,379
74.125.13.72,port_80_open,284
74.125.13.232,port_80_open,444
74.125.15.20,port_80_open,234
74.125.15.80,port_80_open,294
74.125.15.100,port_80_open,314
74.125.15.140,port_80_open,354
216.58.192.76,port_443_open,542
216.58.192.108,port_443_open,574
